1,Neutral
2,Negative
3,Neutral
4,Neutral
5,Neutral
6,Negative
7,Neutral
8,Positeve
9,Neutral
10,Neutral
11,Neutral
12,Negative
13,Neutral
14,Positeve
15,Neutral
16,Negative
17,Neutral
18,Neutral
19,Positeve
20,Positeve
21,Neutral
22,Neutral
23,Neutral
24,Neutral
25,Negative
26,Neutral
27,Neutral
28,Positeve
29,Neutral
30,Negative
31,Neutral
32,Neutral
33,Positeve
34,Positeve
35,Neutral
36,Neutral
37,Positeve
38,Neutral
39,Neutral
40,Neutral
41,Neutral
42,Neutral
43,Neutral
44,Positeve
45,Neutral
46,Neutral
47,Positeve
48,Neutral
49,Negative
50,Neutral
51,Positeve
52,Neutral
53,Neutral
54,Neutral
55,Neutral
56,Neutral
57,Negative
58,Positeve
59,Neutral
60,Positeve
61,Neutral
62,Positeve
63,Neutral
64,Positeve
65,Positeve
66,Neutral
67,Positeve
68,Negative
69,Positeve
70,Neutral
71,Neutral
72,Positeve
73,Neutral
74,Positeve
75,Neutral
76,Negative
77,Neutral
78,Negative
79,Neutral
80,Neutral
81,Neutral
82,Neutral
83,Neutral
84,Neutral
85,Neutral
86,Neutral
87,Neutral
88,Neutral
89,Neutral
90,Neutral
91,Positeve
92,Neutral
93,Neutral
94,Neutral
95,Negative
96,Neutral
97,Positeve
98,Negative
99,Positeve
100,Neutral
101,Neutral
102,Positeve
103,Neutral
104,Neutral
105,Positeve
106,Negative
107,Neutral
108,Neutral
109,Positeve
110,Positeve
111,Neutral
112,Negative
113,Neutral
114,Neutral
115,Positeve
116,Neutral
117,Neutral
118,Negative
119,Neutral
120,Neutral
121,Negative
122,Neutral
123,Negative
124,Neutral
125,Neutral
126,Neutral
127,Negative
128,Neutral
129,Negative
130,Neutral
131,Positeve
132,Neutral
133,Neutral
134,Neutral
135,Positeve
136,Negative
137,Neutral
138,Neutral
139,Neutral
140,Neutral
141,Neutral
142,Negative
143,Neutral
144,Neutral
145,Positeve
146,Neutral
147,Positeve
148,Neutral
149,Positeve
150,Negative
151,Neutral
152,Neutral
153,Neutral
154,Neutral
155,Neutral
156,Neutral
157,Neutral
158,Positeve
159,Neutral
160,Neutral
161,Neutral
162,Positeve
163,Neutral
164,Neutral
165,Neutral
166,Positeve
167,Neutral
168,Positeve
169,Neutral
170,Positeve
171,Positeve
172,Neutral
173,Neutral
174,Positeve
175,Neutral
176,Positeve
177,Negative
178,Positeve
179,Neutral
180,Neutral
181,Positeve
182,Negative
183,Neutral
184,Neutral
185,Positeve
186,Neutral
187,Positeve
188,Neutral
189,Positeve
190,Positeve
191,Neutral
192,Neutral
193,Neutral
194,Neutral
195,Positeve
196,Positeve
197,Neutral
198,Neutral
199,Neutral
200,Negative
201,Positeve
202,Neutral
203,Neutral
204,Neutral
205,Neutral
206,Negative
207,Negative
208,Neutral
209,Negative
210,Neutral
211,Neutral
212,Neutral
213,Neutral
214,Neutral
215,Negative
216,Neutral
217,Positeve
218,Neutral
219,Negative
220,Positeve
221,Neutral
222,Neutral
223,Positeve
224,Positeve
225,Positeve
226,Neutral
227,Neutral
228,Neutral
229,Negative
230,Neutral
231,Neutral
232,Positeve
233,Neutral
234,Neutral
235,Positeve
236,Positeve
237,Neutral
238,Neutral
239,Neutral
240,Neutral
241,Positeve
242,Neutral
243,Neutral
244,Neutral
245,Neutral
246,Neutral
247,Neutral
248,Positeve
249,Positeve
250,Neutral
251,Neutral
252,Neutral
253,Neutral
254,Positeve
255,Neutral
256,Neutral
257,Negative
258,Neutral
259,Neutral
260,Neutral
261,Neutral
262,Neutral
263,Neutral
264,Neutral
265,Neutral
266,Neutral
267,Neutral
268,Neutral
269,Positeve
270,Neutral
271,Positeve
272,Neutral
273,Positeve
274,Neutral
275,Neutral
276,Positeve
277,Positeve
278,Neutral
279,Neutral
280,Positeve
281,Neutral
282,Neutral
283,Neutral
284,Neutral
285,Neutral
286,Neutral
287,Positeve
288,Neutral
289,Positeve
290,Neutral
291,Positeve
292,Positeve
293,Neutral
294,Neutral
295,Neutral
296,Negative
297,Neutral
298,Negative
299,Neutral
300,Neutral
301,Neutral
302,Neutral
303,Positeve
304,Neutral
305,Positeve
306,Positeve
307,Positeve
308,Neutral
309,Neutral
310,Neutral
311,Neutral
312,Neutral
313,Negative
314,Positeve
315,Positeve
316,Positeve
317,Neutral
318,Neutral
319,Negative
320,Neutral
321,Negative
322,Negative
323,Neutral
324,Neutral
325,Neutral
326,Positeve
327,Neutral
328,Neutral
329,Neutral
330,Positeve
331,Positeve
332,Positeve
333,Neutral
334,Negative
335,Neutral
336,Positeve
337,Neutral
338,Negative
339,Neutral
340,Positeve
341,Positeve
342,Neutral
343,Neutral
344,Neutral
345,Neutral
346,Neutral
347,Neutral
348,Negative
349,Neutral
350,Negative
351,Neutral
352,Neutral
353,Neutral
354,Positeve
355,Positeve
356,Negative
357,Neutral
358,Neutral
359,Neutral
360,Neutral
361,Neutral
362,Neutral
363,Positeve
364,Neutral
365,Neutral
366,Neutral
367,Neutral
368,Neutral
369,Neutral
370,Positeve
371,Neutral
372,Neutral
373,Neutral
374,Neutral
375,Neutral
376,Neutral
377,Negative
378,Neutral
379,Positeve
380,Neutral
381,Neutral
382,Positeve
383,Neutral
384,Negative
385,Negative
386,Neutral
387,Positeve
388,Neutral
389,Neutral
390,Positeve
391,Neutral
392,Positeve
393,Neutral
394,Positeve
395,Neutral
396,Neutral
397,Neutral
398,Neutral
399,Neutral
400,Neutral
401,Neutral
402,Neutral
403,Neutral
404,Negative
405,Neutral
406,Neutral
407,Negative
408,Neutral
409,Positeve
410,Neutral
411,Neutral
412,Positeve
413,Positeve
414,Neutral
415,Neutral
416,Neutral
417,Negative
418,Positeve
419,Neutral
420,Neutral
421,Positeve
422,Neutral
423,Neutral
424,Neutral
425,Negative
426,Neutral
427,Positeve
428,Positeve
429,Positeve
430,Negative
431,Neutral
432,Neutral
433,Neutral
434,Neutral
435,Neutral
436,Positeve
437,Neutral
438,Neutral
439,Neutral
440,Neutral
441,Neutral
442,Neutral
443,Neutral
444,Positeve
445,Positeve
446,Neutral
447,Negative
448,Neutral
449,Neutral
450,Neutral
451,Negative
452,Negative
453,Positeve
454,Negative
455,Neutral
456,Positeve
457,Negative
458,Neutral
459,Positeve
460,Positeve
461,Positeve
462,Negative
463,Neutral
464,Positeve
465,Positeve
466,Neutral
467,Neutral
468,Neutral
469,Neutral
470,Negative
471,Negative
472,Negative
473,Positeve
474,Neutral
475,Neutral
476,Negative
477,Neutral
478,Neutral
479,Neutral
480,Negative
481,Positeve
482,Negative
483,Neutral
484,Positeve
485,Neutral
486,Neutral
487,Neutral
488,Positeve
489,Neutral
490,Negative
491,Positeve
492,Neutral
493,Neutral
494,Positeve
495,Neutral
496,Neutral
497,Positeve
498,Positeve
499,Positeve
500,Neutral
501,Neutral
502,Neutral
503,Neutral
504,Negative
505,Neutral
506,Neutral
507,Neutral
508,Positeve
509,Positeve
510,Negative
511,Neutral
512,Positeve
513,Neutral
514,Neutral
515,Positeve
516,Positeve
517,Neutral
518,Neutral
519,Neutral
520,Positeve
521,Neutral
522,Neutral
523,Neutral
524,Positeve
525,Positeve
526,Neutral
527,Neutral
528,Neutral
529,Neutral
530,Positeve
531,Neutral
532,Positeve
533,Neutral
534,Neutral
535,Positeve
536,Neutral
537,Neutral
538,Negative
539,Neutral
540,Neutral
541,Neutral
542,Neutral
543,Neutral
544,Neutral
545,Negative
546,Negative
547,Neutral
548,Neutral
549,Neutral
550,Neutral
551,Neutral
552,Neutral
553,Positeve
554,Neutral
555,Neutral
556,Negative
557,Positeve
558,Neutral
559,Negative
560,Neutral
561,Neutral
562,Neutral
563,Neutral
564,Neutral
565,Neutral
566,Neutral
567,Neutral
568,Negative
569,Neutral
570,Neutral
571,Neutral
572,Positeve
573,Positeve
574,Neutral
575,Neutral
576,Neutral
577,Positeve
578,Neutral
579,Positeve
580,Neutral
581,Neutral
582,Neutral
583,Neutral
584,Positeve
585,Neutral
586,Neutral
587,Positeve
588,Negative
589,Neutral
590,Neutral
591,Positeve
592,Negative
593,Neutral
594,Positeve
595,Neutral
596,Neutral
597,Positeve
598,Neutral
599,Neutral
600,Neutral
601,Neutral
602,Neutral
603,Neutral
604,Positeve
605,Positeve
606,Neutral
607,Positeve
608,Neutral
609,Neutral
610,Positeve
611,Neutral
612,Neutral
613,Positeve
614,Positeve
615,Neutral
616,Neutral
617,Positeve
618,Positeve
619,Neutral
620,Positeve
621,Positeve
622,Neutral
623,Neutral
624,Positeve
625,Neutral
626,Neutral
627,Neutral
628,Neutral
629,Neutral
630,Neutral
631,Neutral
632,Neutral
633,Neutral
634,Positeve
635,Positeve
636,Positeve
637,Neutral
638,Neutral
639,Neutral
640,Neutral
641,Neutral
642,Neutral
643,Neutral
644,Neutral
645,Positeve
646,Positeve
647,Neutral
648,Neutral
649,Neutral
650,Negative
651,Neutral
652,Neutral
653,Neutral
654,Positeve
655,Positeve
656,Positeve
657,Positeve
658,Neutral
659,Neutral
660,Neutral
661,Neutral
662,Positeve
663,Neutral
664,Neutral
665,Neutral
666,Neutral
667,Neutral
668,Neutral
669,Positeve
670,Neutral
671,Neutral
672,Neutral
673,Neutral
674,Neutral
675,Positeve
676,Neutral
677,Neutral
678,Neutral
679,Neutral
680,Neutral
681,Neutral
682,Neutral
683,Neutral
684,Neutral
685,Negative
686,Negative
687,Neutral
688,Positeve
689,Neutral
690,Neutral
691,Positeve
692,Neutral
693,Neutral
694,Positeve
695,Neutral
696,Positeve
697,Neutral
698,Neutral
699,Neutral
700,Neutral
701,Neutral
702,Neutral
703,Neutral
704,Positeve
705,Neutral
706,Negative
707,Neutral
708,Neutral
709,Neutral
710,Positeve
711,Neutral
712,Positeve
713,Neutral
714,Neutral
715,Neutral
716,Positeve
717,Neutral
718,Positeve
719,Negative
720,Positeve
721,Positeve
722,Positeve
723,Neutral
724,Neutral
725,Neutral
726,Neutral
727,Neutral
728,Neutral
729,Neutral
730,Neutral
731,Neutral
732,Positeve
733,Neutral
734,Neutral
735,Negative
736,Positeve
737,Neutral
738,Neutral
739,Positeve
740,Positeve
741,Neutral
742,Neutral
743,Neutral
744,Neutral
745,Positeve
746,Neutral
747,Neutral
748,Neutral
749,Neutral
750,Neutral
751,Positeve
752,Neutral
753,Neutral
754,Neutral
755,Negative
756,Neutral
757,Neutral
758,Neutral
759,Neutral
760,Positeve
761,Neutral
762,Negative
763,Neutral
764,Neutral
765,Neutral
766,Neutral
767,Neutral
768,Positeve
769,Positeve
770,Neutral
771,Neutral
772,Neutral
773,Positeve
774,Positeve
775,Neutral
776,Neutral
777,Neutral
778,Neutral
779,Neutral
780,Neutral
781,Negative
782,Neutral
783,Neutral
784,Neutral
785,Neutral
786,Neutral
787,Neutral
788,Positeve
789,Neutral
790,Neutral
791,Neutral
792,Neutral
793,Positeve
794,Neutral
795,Negative
796,Positeve
797,Neutral
798,Positeve
799,Neutral
800,Neutral
