801,Neutral
802,Neutral
803,Neutral
804,Negative
805,Neutral
806,Negative
807,Neutral
808,Positeve
809,Negative
810,Negative
811,Neutral
812,Neutral
813,Positeve
814,Neutral
815,Neutral
816,Positeve
817,Positeve
818,Negative
819,Positeve
820,Neutral
821,Positeve
822,Neutral
823,Neutral
824,Positeve
825,Neutral
826,Positeve
827,Neutral
828,Negative
829,Neutral
830,Neutral
831,Neutral
832,Neutral
833,Neutral
834,Neutral
835,Positeve
836,Positeve
837,Positeve
838,Neutral
839,Neutral
840,Neutral
841,Negative
842,Neutral
843,Neutral
844,Neutral
845,Negative
846,Neutral
847,Positeve
848,Neutral
849,Neutral
850,Neutral
851,Neutral
852,Neutral
853,Neutral
854,Positeve
855,Neutral
856,Neutral
857,Positeve
858,Neutral
859,Negative
860,Neutral
861,Neutral
862,Neutral
863,Neutral
864,Negative
865,Neutral
866,Neutral
867,Neutral
868,Neutral
869,Neutral
870,Negative
871,Positeve
872,Positeve
873,Neutral
874,Neutral
875,Neutral
876,Neutral
877,Neutral
878,Positeve
879,Neutral
880,Neutral
881,Neutral
882,Neutral
883,Neutral
884,Neutral
885,Neutral
886,Positeve
887,Neutral
888,Positeve
889,Neutral
890,Neutral
891,Neutral
892,Neutral
893,Neutral
894,Neutral
895,Negative
896,Negative
897,Neutral
898,Neutral
899,Neutral
900,Negative
901,Positeve
902,Neutral
903,Neutral
904,Positeve
905,Neutral
906,Neutral
907,Neutral
908,Positeve
909,Neutral
910,Positeve
911,Neutral
912,Neutral
913,Neutral
914,Neutral
915,Negative
916,Neutral
917,Neutral
918,Negative
919,Neutral
920,Neutral
921,Neutral
922,Neutral
923,Neutral
924,Neutral
925,Neutral
926,Neutral
927,Neutral
928,Neutral
929,Positeve
930,Positeve
931,Neutral
932,Neutral
933,Positeve
934,Negative
935,Neutral
936,Neutral
937,Neutral
938,Neutral
939,Positeve
940,Neutral
941,Neutral
942,Positeve
943,Neutral
944,Positeve
945,Positeve
946,Negative
947,Neutral
948,Neutral
949,Neutral
950,Neutral
951,Neutral
952,Neutral
953,Neutral
954,Neutral
955,Neutral
956,Neutral
957,Neutral
958,Negative
959,Negative
960,Negative
961,Negative
962,Neutral
963,Neutral
964,Negative
965,Neutral
966,Negative
967,Negative
968,Neutral
969,Neutral
970,Negative
971,Neutral
972,Neutral
973,Neutral
974,Negative
975,Positeve
976,Neutral
977,Neutral
978,Negative
979,Positeve
980,Positeve
981,Neutral
982,Positeve
983,Positeve
984,Negative
985,Neutral
986,Neutral
987,Neutral
988,Neutral
989,Positeve
990,Neutral
991,Negative
992,Positeve
993,Neutral
994,Neutral
995,Negative
996,Neutral
997,Neutral
998,Neutral
999,Neutral
1000,Neutral
1001,Neutral
1002,Positeve
1003,Positeve
1004,Positeve
1005,Neutral
1006,Neutral
1007,Negative
1008,Neutral
1009,Neutral
1010,Neutral
1011,Negative
1012,Negative
1013,Neutral
1014,Positeve
1015,Neutral
1016,Neutral
1017,Neutral
1018,Neutral
1019,Neutral
1020,Neutral
1021,Neutral
1022,Negative
1023,Neutral
1024,Neutral
1025,Negative
1026,Positeve
1027,Neutral
1028,Negative
1029,Neutral
1030,Neutral
1031,Neutral
1032,Neutral
1033,Neutral
1034,Positeve
1035,Negative
1036,Neutral
1037,Negative
1038,Neutral
1039,Neutral
1040,Neutral
1041,Neutral
1042,Negative
1043,Neutral
1044,Neutral
1045,Positeve
1046,Neutral
1047,Neutral
1048,Positeve
1049,Positeve
1050,Neutral
1051,Positeve
1052,Neutral
1053,Neutral
1054,Positeve
1055,Neutral
1056,Neutral
1057,Neutral
1058,Neutral
1059,Negative
1060,Neutral
1061,Neutral
1062,Neutral
1063,Neutral
1064,Neutral
1065,Neutral
1066,Neutral
1067,Neutral
1068,Neutral
1069,Neutral
1070,Neutral
1071,Neutral
1072,Neutral
1073,Neutral
1074,Neutral
1075,Positeve
1076,Neutral
1077,Neutral
1078,Neutral
1079,Neutral
1080,Neutral
1081,Neutral
1082,Negative
1083,Positeve
1084,Positeve
1085,Neutral
1086,Positeve
1087,Neutral
1088,Neutral
1089,Negative
1090,Neutral
1091,Neutral
1092,Positeve
1093,Neutral
1094,Neutral
1095,Neutral
1096,Positeve
1097,Neutral
1098,Neutral
1099,Negative
1100,Neutral
1101,Positeve
1102,Neutral
1103,Neutral
1104,Negative
1105,Negative
1106,Neutral
1107,Neutral
1108,Neutral
1109,Positeve
1110,Neutral
1111,Positeve
1112,Neutral
1113,Negative
1114,Neutral
1115,Neutral
1116,Neutral
1117,Neutral
1118,Neutral
1119,Positeve
1120,Neutral
1121,Neutral
1122,Negative
1123,Neutral
1124,Neutral
1125,Neutral
1126,Negative
1127,Neutral
1128,Neutral
1129,Neutral
1130,Neutral
1131,Negative
1132,Neutral
1133,Neutral
1134,Neutral
1135,Negative
1136,Neutral
1137,Neutral
1138,Positeve
1139,Neutral
1140,Positeve
1141,Neutral
1142,Neutral
1143,Neutral
1144,Neutral
1145,Neutral
1146,Positeve
1147,Neutral
1148,Neutral
1149,Neutral
1150,Negative
1151,Neutral
1152,Neutral
1153,Positeve
1154,Negative
1155,Positeve
1156,Neutral
1157,Neutral
1158,Neutral
1159,Negative
1160,Neutral
1161,Positeve
1162,Neutral
1163,Neutral
1164,Neutral
1165,Positeve
1166,Neutral
1167,Negative
1168,Positeve
1169,Positeve
1170,Neutral
1171,Neutral
1172,Neutral
1173,Positeve
1174,Positeve
1175,Neutral
1176,Neutral
1177,Neutral
1178,Neutral
1179,Neutral
1180,Positeve
1181,Positeve
1182,Positeve
1183,Positeve
1184,Negative
1185,Neutral
1186,Neutral
1187,Neutral
1188,Positeve
1189,Positeve
1190,Neutral
1191,Neutral
1192,Negative
1193,Neutral
1194,Positeve
1195,Negative
1196,Positeve
1197,Positeve
1198,Negative
1199,Negative
1200,Neutral
1201,Neutral
1202,Positeve
1203,Positeve
1204,Positeve
1205,Neutral
1206,Neutral
1207,Neutral
1208,Neutral
1209,Positeve
1210,Neutral
1211,Positeve
1212,Negative
1213,Positeve
1214,Neutral
1215,Neutral
1216,Neutral
1217,Neutral
1218,Positeve
1219,Negative
1220,Neutral
1221,Neutral
1222,Positeve
1223,Neutral
1224,Positeve
1225,Neutral
1226,Neutral
1227,Neutral
1228,Negative
1229,Neutral
1230,Negative
1231,Neutral
1232,Neutral
1233,Positeve
1234,Positeve
1235,Neutral
1236,Positeve
1237,Negative
1238,Neutral
1239,Positeve
1240,Positeve
1241,Neutral
1242,Positeve
1243,Positeve
1244,Positeve
1245,Negative
1246,Neutral
1247,Positeve
1248,Positeve
1249,Neutral
1250,Neutral
1251,Neutral
1252,Neutral
1253,Positeve
1254,Positeve
1255,Neutral
1256,Neutral
1257,Neutral
1258,Neutral
1259,Positeve
1260,Neutral
1261,Negative
1262,Neutral
1263,Neutral
1264,Positeve
1265,Neutral
1266,Neutral
1267,Neutral
1268,Positeve
1269,Neutral
1270,Neutral
1271,Neutral
1272,Positeve
1273,Positeve
1274,Negative
1275,Negative
1276,Positeve
1277,Neutral
1278,Positeve
1279,Neutral
1280,Neutral
1281,Neutral
1282,Neutral
1283,Neutral
1284,Neutral
1285,Neutral
1286,Neutral
1287,Neutral
1288,Negative
1289,Neutral
1290,Negative
1291,Positeve
1292,Neutral
1293,Positeve
1294,Positeve
1295,Negative
1296,Neutral
1297,Neutral
1298,Neutral
1299,Negative
1300,Neutral
1301,Neutral
1302,Positeve
1303,Negative
1304,Neutral
1305,Negative
1306,Neutral
1307,Negative
1308,Neutral
1309,Neutral
1310,Neutral
1311,Neutral
1312,Neutral
1313,Neutral
1314,Positeve
1315,Neutral
1316,Neutral
1317,Neutral
1318,Neutral
1319,Neutral
1320,Neutral
1321,Neutral
1322,Neutral
1323,Neutral
1324,Positeve
1325,Neutral
1326,Neutral
1327,Neutral
1328,Neutral
1329,Neutral
1330,Neutral
1331,Neutral
1332,Neutral
1333,Negative
1334,Negative
1335,Neutral
1336,Neutral
1337,Neutral
1338,Neutral
1339,Neutral
1340,Neutral
1341,Neutral
1342,Neutral
1343,Positeve
1344,Neutral
1345,Positeve
1346,Positeve
1347,Neutral
1348,Negative
1349,Neutral
1350,Neutral
1351,Neutral
1352,Neutral
1353,Neutral
1354,Neutral
1355,Neutral
1356,Positeve
1357,Positeve
1358,Positeve
1359,Neutral
1360,Positeve
1361,Neutral
1362,Neutral
1363,Positeve
1364,Negative
1365,Negative
1366,Neutral
1367,Neutral
1368,Neutral
1369,Positeve
1370,Negative
1371,Neutral
1372,Neutral
1373,Neutral
1374,Positeve
1375,Neutral
1376,Neutral
1377,Neutral
1378,Negative
1379,Positeve
1380,Positeve
1381,Neutral
1382,Neutral
1383,Negative
1384,Positeve
1385,Neutral
1386,Neutral
1387,Positeve
1388,Positeve
1389,Neutral
1390,Neutral
1391,Neutral
1392,Neutral
1393,Positeve
1394,Positeve
1395,Positeve
1396,Neutral
1397,Positeve
1398,Neutral
1399,Neutral
1400,Neutral
1401,Neutral
1402,Positeve
1403,Negative
1404,Positeve
1405,Negative
1406,Positeve
1407,Positeve
1408,Negative
1409,Negative
1410,Neutral
1411,Neutral
1412,Neutral
1413,Negative
1414,Neutral
1415,Neutral
1416,Neutral
1417,Neutral
1418,Negative
1419,Neutral
1420,Positeve
1421,Neutral
1422,Positeve
1423,Positeve
1424,Neutral
1425,Neutral
1426,Neutral
1427,Positeve
1428,Neutral
1429,Neutral
1430,Neutral
1431,Neutral
1432,Neutral
1433,Neutral
1434,Neutral
1435,Negative
1436,Positeve
1437,Negative
1438,Neutral
1439,Positeve
1440,Neutral
1441,Neutral
1442,Neutral
1443,Positeve
1444,Neutral
1445,Neutral
1446,Neutral
1447,Neutral
1448,Neutral
1449,Neutral
1450,Neutral
1451,Neutral
1452,Neutral
1453,Neutral
1454,Neutral
1455,Neutral
1456,Negative
1457,Neutral
1458,Neutral
1459,Neutral
1460,Neutral
1461,Neutral
1462,Neutral
1463,Neutral
1464,Positeve
1465,Neutral
1466,Neutral
1467,Negative
1468,Neutral
1469,Neutral
1470,Negative
1471,Negative
1472,Negative
1473,Negative
1474,Neutral
1475,Neutral
1476,Negative
1477,Neutral
1478,Neutral
1479,Neutral
1480,Neutral
1481,Positeve
1482,Neutral
1483,Neutral
1484,Positeve
1485,Negative
1486,Neutral
1487,Neutral
1488,Positeve
1489,Positeve
1490,Neutral
1491,Neutral
1492,Negative
1493,Neutral
1494,Neutral
1495,Negative
1496,Neutral
1497,Neutral
1498,Neutral
1499,Neutral
1500,Neutral
1501,Neutral
1502,Neutral
1503,Neutral
1504,Negative
1505,Positeve
1506,Positeve
1507,Positeve
1508,Negative
1509,Neutral
1510,Neutral
1511,Neutral
1512,Neutral
1513,Neutral
1514,Neutral
1515,Neutral
1516,Neutral
1517,Neutral
1518,Neutral
1519,Positeve
1520,Neutral
1521,Neutral
1522,Neutral
1523,Neutral
1524,Neutral
1525,Positeve
1526,Neutral
1527,Positeve
1528,Neutral
1529,Negative
1530,Positeve
1531,Positeve
1532,Neutral
1533,Neutral
1534,Neutral
1535,Neutral
1536,Negative
1537,Neutral
1538,Neutral
1539,Positeve
1540,Neutral
1541,Negative
1542,Positeve
1543,Negative
1544,Positeve
1545,Positeve
1546,Neutral
1547,Neutral
1548,Neutral
1549,Positeve
1550,Neutral
1551,Positeve
1552,Neutral
1553,Neutral
1554,Neutral
1555,Neutral
1556,Positeve
1557,Neutral
1558,Neutral
1559,Negative
1560,Neutral
1561,Neutral
1562,Negative
1563,Negative
1564,Neutral
1565,Negative
1566,Neutral
1567,Neutral
1568,Neutral
1569,Neutral
1570,Positeve
1571,Neutral
1572,Negative
1573,Positeve
1574,Positeve
1575,Neutral
1576,Neutral
1577,Neutral
1578,Positeve
1579,Neutral
1580,Positeve
1581,Neutral
1582,Neutral
1583,Negative
1584,Positeve
1585,Neutral
1586,Negative
1587,Positeve
1588,Neutral
1589,Positeve
1590,Neutral
1591,Negative
1592,Neutral
1593,Positeve
1594,Neutral
1595,Neutral
1596,Neutral
1597,Positeve
1598,Negative
1599,Neutral
1600,Neutral
1601,Negative
1602,Neutral
1603,Neutral
1604,Neutral
1605,Neutral
1606,Positeve
1607,Positeve
1608,Positeve
1609,Positeve
1610,Neutral
1611,Neutral
1612,Negative
1613,Negative
1614,Neutral
1615,Neutral
1616,Neutral
1617,Neutral
1618,Neutral
1619,Neutral
1620,Negative
1621,Negative
1622,Neutral
1623,Positeve
1624,Negative
1625,Neutral
1626,Neutral
1627,Negative
1628,Neutral
1629,Negative
1630,Neutral
1631,Neutral
1632,Positeve
1633,Neutral
1634,Positeve
1635,Neutral
1636,Positeve
1637,Neutral
1638,Positeve
1639,Positeve
1640,Neutral
1641,Neutral
1642,Neutral
1643,Neutral
1644,Neutral
1645,Neutral
1646,Neutral
1647,Neutral
1648,Neutral
1649,Neutral
1650,Neutral
1651,Positeve
1652,Negative
1653,Neutral
1654,Positeve
1655,Neutral
1656,Neutral
1657,Neutral
1658,Negative
1659,Neutral
1660,Positeve
1661,Negative
1662,Neutral
1663,Positeve
1664,Negative
1665,Negative
1666,Positeve
1667,Positeve
1668,Neutral
1669,Neutral
1670,Neutral
1671,Positeve
1672,Neutral
1673,Neutral
1674,Neutral
1675,Neutral
1676,Positeve
1677,Neutral
1678,Neutral
1679,Negative
1680,Negative
1681,Positeve
1682,Positeve
1683,Neutral
1684,Neutral
1685,Neutral
1686,Positeve
1687,Neutral
1688,Negative
1689,Positeve
1690,Neutral
1691,Positeve
1692,Neutral
1693,Positeve
1694,Positeve
1695,Neutral
1696,Neutral
1697,Neutral
1698,Neutral
1699,Positeve
1700,Neutral
1701,Negative
1702,Neutral
1703,Positeve
1704,Positeve
1705,Negative
1706,Neutral
1707,Neutral
1708,Neutral
1709,Neutral
1710,Neutral
1711,Neutral
1712,Positeve
1713,Positeve
1714,Neutral
1715,Neutral
1716,Neutral
1717,Negative
1718,Positeve
1719,Negative
1720,Neutral
1721,Positeve
1722,Neutral
1723,Positeve
1724,Neutral
1725,Positeve
1726,Neutral
1727,Positeve
1728,Neutral
1729,Negative
1730,Negative
1731,Positeve
1732,Neutral
1733,Neutral
1734,Neutral
1735,Neutral
1736,Positeve
1737,Neutral
1738,Neutral
1739,Neutral
1740,Positeve
1741,Neutral
